latitude,longitude,label,link
51.5569732589511,-0.169260272084716,2 Willow Road,https://www.nationaltrust.org.uk/visit/london/2-willow-road
52.6053421658561,1.72535860819449,4 South Quay Great Yarmouth,https://www.nationaltrust.org.uk/visit/norfolk/elizabethan-house-museum
53.3997960561193,-2.97335624733204,59 Rodney Street,https://www.nationaltrust.org.uk/visit/liverpool-lancashire/the-hardmans-house
50.6415110803514,-3.4092047402981,A La Ronde,https://www.nationaltrust.org.uk/visit/devon/a-la-ronde
51.6802206732653,-3.77748129733099,Aberdulais Falls,https://www.nationaltrust.org.uk/visit/wales/aberdulais
52.1992258509795,-3.65193696362618,Abergwesyn Common,https://www.nationaltrust.org.uk/visit/wales/abergwesyn-common/exploring-the-countryside-at-abergwesyn-commons
51.2186031314506,-0.426242229117934,Abinger Roughs,https://www.nationaltrust.org.uk/visit/surrey/abinger-roughs-and-netley-park/things-to-see-and-do-at-abinger-roughs-and-netley-park
54.6463135178885,-2.5960096488104,Acorn Bank,https://www.nationaltrust.org.uk/visit/lake-district/acorn-bank
54.5751,-2.92949,Aira Force And Gowbarrow Park,https://www.nationaltrust.org.uk/visit/lake-district/aira-force-and-gowbarrow-park
51.114861,-2.365026,Alfreds Tower,https://www.nationaltrust.org.uk/visit/wiltshire/alfreds-tower
50.8057740209639,0.157604552221521,Alfriston Clergy House,https://www.nationaltrust.org.uk/visit/sussex/alfriston-clergy-house
54.460536,-3.029754,Allan Bank And Grasmere,https://www.nationaltrust.org.uk/visit/lake-district/allan-bank-and-grasmere
52.235915,0.2448,Anglesey Abbey Gardens And Lode Mill,https://www.nationaltrust.org.uk/visit/cambridgeshire/anglesey-abbey-gardens-and-lode-mill
52.235915,0.2448,Antony,https://www.nationaltrust.org.uk/visit/cornwall/antony
51.145699,-3.98588,Arlington Court And The National Trust Carriage Museum,https://www.nationaltrust.org.uk/visit/devon/arlington-court-and-the-national-trust-carriage-museum
54.189403,-2.844373,Arnside And Silverdale,https://www.nationaltrust.org.uk/visit/lake-district/arnside-and-silverdale
51.902019,-0.700372,Ascott,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/ascott
50.7875671,-3.421156,Ashclyst Forest,https://www.nationaltrust.org.uk/visit/devon/ashclyst-forest
51.535999,NaN,Ashdown,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/ashdown
51.9250951281499,-2.26627384478876,Ashleworth Tithe Barn,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/ashleworth-tithe-barn
51.809188346351,-0.587333098939678,Ashridge Estate,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/ashridge-estate
52.6895472185594,-2.65576287847937,Attingham Park,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/attingham-park
52.669399,-2.68733,Attingham Park Estate Cronkhill,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/attingham-park-estate-cronkhill
52.705002,-2.75512,Attingham Park Estate Town Walls Tower,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/attingham-park-estate-town-walls-tower
51.4278853575149,-1.83560243712818,Avebury,https://www.nationaltrust.org.uk/visit/wiltshire/avebury
51.6505,-1.6227,Badbury,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/badbury
50.827095,-2.0582113,Badbury Rings,https://www.nationaltrust.org.uk/visit/dorset/badbury-rings
52.3421006224262,-1.70952344323424,Baddesley Clinton,https://www.nationaltrust.org.uk/visit/warwickshire/baddesley-clinton
51.136017,-4.245381,Baggy Point,https://www.nationaltrust.org.uk/visit/devon/baggy-point
51.869149,-3.473123,Bannau Brycheiniog Brecon Beacons,https://www.nationaltrust.org.uk/visit/wales/bannau-brycheiniog-brecon-beacons
51.6183696,-4.9040865,Barafundle Bay,https://www.nationaltrust.org.uk/visit/wales/barafundle-bay
50.9591136478512,-2.85834648660849,Barrington Court,https://www.nationaltrust.org.uk/visit/somerset/barrington-court
51.4958313886735,-1.12538524033179,Basildon Park,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/basildon-park
50.9876831302103,0.382922057909503,Batemans,https://www.nationaltrust.org.uk/visit/sussex/batemans
51.3862530406334,-2.36254682109894,Bath Assembly Rooms,https://www.nationaltrust.org.uk/visit/bath-bristol/bath-assembly-rooms
51.3686349969709,-2.3303626512427,Bath Skyline,https://www.nationaltrust.org.uk/visit/bath-bristol/bath-skyline
51.4021025,-2.3207801,Bathampton Meadows,https://www.nationaltrust.org.uk/visit/bath-bristol/bathampton-meadows
52.94313,-0.62015,Belton Estate,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/belton-estate
50.6686018030111,-1.11697056296196,Bembridge And Culver Downs,https://www.nationaltrust.org.uk/visit/isle-of-wight/bembridge-and-culver-downs
50.683523440422,-1.09933063318859,Bembridge Windmill,https://www.nationaltrust.org.uk/visit/isle-of-wight/bembridge-windmill
54.022099,-1.21315,Beningbrough,https://www.nationaltrust.org.uk/visit/yorkshire/beningbrough
52.6218465621092,-2.50430826455814,Benthall Hall,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/benthall-hall
52.2666034511958,-2.7202203544242,Berrington Hall,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/berrington-hall
51.7594204261768,-1.83493634532815,Bibury,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/bibury
53.1289887600264,-2.16136238214392,Biddulph Grange Garden,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/biddulph-grange-garden
51.013201,-4.443378,Bideford Bay And Hartland,https://www.nationaltrust.org.uk/visit/devon/bideford-bay-and-hartland
52.473999,-1.8963,Birmingham Back To Backs,https://www.nationaltrust.org.uk/visit/birmingham-west-midlands/birmingham-back-to-backs
51.5071394773562,-2.63565201034614,Blaise Hamlet,https://www.nationaltrust.org.uk/visit/bath-bristol/blaise-hamlet
52.8170338226152,1.21807861888095,Blickling,https://www.nationaltrust.org.uk/visit/norfolk/blickling-estate
52.812,1.23139,Blickling Estate,https://www.nationaltrust.org.uk/visit/norfolk/blickling-estate
51.8310284209538,-1.0964682198077,Boarstall Duck Decoy,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/boarstall-duck-decoy
51.821301,-1.09333,Boarstall Tower,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/boarstall-tower
51.0023327065858,0.542076834613459,Bodiam Castle,https://www.nationaltrust.org.uk/visit/sussex/bodiam-castle
53.2316650773226,-3.80057239738619,Bodnant Garden,https://www.nationaltrust.org.uk/visit/wales/bodnant-garden
50.223454,-3.827255,Bolberry Down,https://www.nationaltrust.org.uk/visit/devon/bolberry-down
50.6558139767787,-1.19515074361119,Borthwood Copse,https://www.nationaltrust.org.uk/visit/isle-of-wight/borthwood-copse
50.6911045269532,-4.69379614905293,Boscastle,https://www.nationaltrust.org.uk/visit/cornwall/boscastle
50.107933,-5.1134464,Bosveal,https://www.nationaltrust.org.uk/visit/cornwall/bosveal
50.140729,-5.689126,Botallack,https://www.nationaltrust.org.uk/visit/cornwall/botallack
51.8768768232282,0.911486665784594,Bourne Mill,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/bourne-mill
51.2552010779231,-0.309130595682515,Box Hill,https://www.nationaltrust.org.uk/visit/surrey/box-hill
50.5247721579223,-3.62306585958952,Bradley Manor,https://www.nationaltrust.org.uk/visit/devon/bradley
54.2652138814096,-1.82170651927069,Braithwaite Hall,https://www.nationaltrust.org.uk/visit/yorkshire/braithwaite-hall
50.6871052077242,-3.17964901274404,Branscombe,https://www.nationaltrust.org.uk/visit/devon/branscombe
51.3251928182595,-3.01871172519149,Brean Down,https://www.nationaltrust.org.uk/visit/somerset/brean-down
52.030201,-2.11954,Bredon Barn,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/bredon-barn
54.302502,-0.66015,Bridestones Crosscliff And Blakey Topping,https://www.nationaltrust.org.uk/visit/yorkshire/bridestones-crosscliff-and-blakey-topping
54.0785348819634,-1.67825493423197,Brimham Rocks,https://www.nationaltrust.org.uk/visit/yorkshire/brimham-rocks
51.60854,-4.9221,Broad Haven South,https://www.nationaltrust.org.uk/visit/wales/broad-haven-south
52.2002598439299,-2.4612303141846,Brockhampton,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/brockhampton
50.6914220125186,-1.97143617291196,Brownsea Island,https://www.nationaltrust.org.uk/visit/dorset/brownsea-island
50.338755,-3.547343,Brownstone And Coleton Camp,https://www.nationaltrust.org.uk/visit/devon/brownstone-and-coleton-camp
52.0003267715492,-0.987992558322451,Buckingham Chantry Chapel,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buckingham-chantry-chapel
50.4842322011921,-4.13658449583766,Buckland Abbey,https://www.nationaltrust.org.uk/visit/devon/buckland-abbey
51.660394801842,-1.64237216858567,Buscot And Coleshill Estates,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buscot-and-coleshill-estates
51.679798,-1.66544,Buscot Old Parsonage,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buscot-old-parsonage
51.6703,-1.64498,Buscot Park,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buscot-park
51.676879,-1.6673895,Buscot Village,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buscot-village
50.4821583380139,-4.33554489569371,Cadsonbury,https://www.nationaltrust.org.uk/visit/cornwall/cadsonbury
52.8010592499098,-1.46521617317579,Calke Abbey,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/calke-abbey
52.150005431432,-1.15863790321789,Canons Ashby,https://www.nationaltrust.org.uk/visit/leicestershire-northamptonshire/canons-ashby
50.6935017919825,-3.79911528507957,Castle Drogo,https://www.nationaltrust.org.uk/visit/devon/castle-drogo
50.8136787913072,-2.47471253898914,Cerne Giant,https://www.nationaltrust.org.uk/visit/dorset/cerne-giant
52.205001731895,-1.62429091807277,Charlecote Park,https://www.nationaltrust.org.uk/visit/warwickshire/charlecote-park
51.2458500787387,0.085393632617774,Chartwell,https://www.nationaltrust.org.uk/visit/kent/chartwell
51.8196320336012,-1.92523791451756,Chedworth Roman Villa,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/chedworth-roman-villa
51.3564572824975,-0.378643622959757,Claremont Landscape Garden,https://www.nationaltrust.org.uk/visit/surrey/claremont-landscape-garden
51.9262878528323,-0.958014301359385,Claydon House,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/claydon-house
52.4177400033128,-2.08709249336631,Clent Hills,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/clent-hills
51.4405415309023,-2.83135443716066,Clevedon Court,https://www.nationaltrust.org.uk/visit/bath-bristol/clevedon-court
51.2035482506726,-2.2321837768864,Cley Hill,https://www.nationaltrust.org.uk/visit/wiltshire/cley-hill
50.7175991752388,-2.25055151092317,Clouds Hill,https://www.nationaltrust.org.uk/visit/dorset/clouds-hill
53.2696915607508,-1.05783468879393,Clumber Park,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/clumber-park
51.3215492449983,0.372783167658079,Coldrum Long Barrow,https://www.nationaltrust.org.uk/visit/kent/coldrum-long-barrow
50.3454102309544,-3.53489566198931,Coleton Fishacre,https://www.nationaltrust.org.uk/visit/devon/coleton-fishacre
50.6636701616537,-1.46733119722347,Compton Bay And Downs,https://www.nationaltrust.org.uk/visit/isle-of-wight/compton-bay-and-downs
50.4693351465389,-3.60224448335539,Compton Castle,https://www.nationaltrust.org.uk/visit/devon/compton-castle
51.7880703915266,0.876704349836093,Copt Hall Marshes,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/copt-hall-marshes
50.6286263968841,-2.06078406544293,Corfe Castle,https://www.nationaltrust.org.uk/visit/dorset/corfe-castle
50.4974399364166,-4.22754184865923,Cotehele,https://www.nationaltrust.org.uk/visit/cornwall/cotehele
52.2447186054097,-1.8756607806242,Coughton Court,https://www.nationaltrust.org.uk/visit/warwickshire/coughton-court
55.3326654984819,-2.01791415949931,Cragside,https://www.nationaltrust.org.uk/visit/north-east/cragside
51.8437906813891,-2.10322026476739,Crickley Hill,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/crickley-hill
53.0807264629376,-4.33457943583368,Dinas Dinlle,https://www.nationaltrust.org.uk/visit/wales/dinas-dinlle
51.8822718647204,-4.02411947276951,Dinefwr,https://www.nationaltrust.org.uk/visit/wales/dinefwr
51.0848963183115,-1.99319467704038,Dinton Park And Philipps House,https://www.nationaltrust.org.uk/visit/wiltshire/dinton-park-and-philipps-house
52.0597599902708,-1.80199101227044,Dovers Hill,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/dovers-hill
52.9301188518656,-2.14837588095085,Downs Banks,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/downs-banks
52.5007066956828,-2.36528590387616,Dudmaston,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/dudmaston
52.9926611887983,-1.48986946417133,Duffield Castle,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/duffield-castle
53.3776134102844,-2.39472528934807,Dunham Massey,https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/dunham-massey
50.8243069533615,-4.26008082430659,Dunsland,https://www.nationaltrust.org.uk/visit/devon/dunsland
50.2310223192116,-5.26234081224701,East Pool Mine,https://www.nationaltrust.org.uk/visit/cornwall/east-pool-mine
53.8721487851021,-1.87720525229556,East Riddlesden Hall,https://www.nationaltrust.org.uk/visit/yorkshire/east-riddlesden-hall
50.7498030674412,-2.65423663632004,Eggardon Hill,https://www.nationaltrust.org.uk/visit/dorset/eggardon-hill
51.2523463824737,0.119007407468316,Emmetts Garden,https://www.nationaltrust.org.uk/visit/kent/emmetts-garden
53.0254463037016,-3.00458223997025,Erddig,https://www.nationaltrust.org.uk/visit/wales/erddig
55.6159748008717,-1.65438474329716,Farne Islands,https://www.nationaltrust.org.uk/visit/north-east/farne-islands
51.1034853589773,-1.73258742404932,Figsbury Ring,https://www.nationaltrust.org.uk/visit/wiltshire/figsbury-ring
50.7299023824938,-3.92653385660663,Finch Foundry,https://www.nationaltrust.org.uk/visit/devon/finch-foundry
51.9595248773164,1.02627432703727,Flatford,https://www.nationaltrust.org.uk/visit/suffolk/flatford
54.2575791501808,-7.73614753322277,Florence Court,https://www.nationaltrust.org.uk/visit/northern-ireland/florence-court
55.2361814018851,-6.51236356575038,Giants Causeway,https://www.nationaltrust.org.uk/visit/northern-ireland/giants-causeway
54.9208554352064,-1.72094516005075,Gibside,https://www.nationaltrust.org.uk/visit/north-east/gibside
53.2012810225628,-4.20122794999579,Glan Faenol,https://www.nationaltrust.org.uk/visit/wales/glan-faenol
53.9402988057414,-1.10363855084597,Goddards,https://www.nationaltrust.org.uk/visit/yorkshire/goddards
50.1343442147069,-5.37142169928188,Godolphin,https://www.nationaltrust.org.uk/visit/cornwall/godolphin
50.7337222178747,-2.85903654456198,Golden Cap,https://www.nationaltrust.org.uk/visit/dorset/golden-cap
53.3113763929635,-3.41095264804197,Graig Fawr,https://www.nationaltrust.org.uk/visit/wales/graig-fawr
52.9148091030321,-0.638611695880101,Grantham House,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/grantham-house
50.3824777514059,-3.58253771606454,Greenway,https://www.nationaltrust.org.uk/visit/devon/greenway
51.5460704309247,-0.956746716509746,Greys Court,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/greys-court
51.9683386442343,-1.92820073708934,Hailes Abbey,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/hailes-abbey
51.4442112755969,-0.314824488957473,Ham House And Garden,https://www.nationaltrust.org.uk/visit/london/ham-house-and-garden
50.9131131427895,-2.2229974646538,Hambledon Hill,https://www.nationaltrust.org.uk/visit/dorset/hambledon-hill
52.2730713287036,-2.08254128138724,Hanbury Hall,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/hanbury-hall
53.1702464791148,-1.30402072867524,Hardwick,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/hardwick
50.6859151526669,-2.55034380661357,Hardy Monument,https://www.nationaltrust.org.uk/visit/dorset/hardy-monument
50.7310519102328,-2.38668131884818,Hardys Cottage,https://www.nationaltrust.org.uk/visit/dorset/hardys-cottage
53.2900683474359,-2.19025538620892,Hare Hill,https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/hare-hill
51.2614476453058,-0.467989770962456,Hatchlands Park,https://www.nationaltrust.org.uk/visit/surrey/hatchlands-park
51.8583598507825,0.230620410828829,Hatfield Forest,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/hatfield-forest
52.2438632945219,-2.22641850168232,Hawford Dovecote,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/hawford-dovecote
52.9971935923403,-1.94844405911627,Hawksmoor,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/hawksmoor
52.0865433104598,-1.73309136365234,Hidcote,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/hidcote
51.0307451084168,-1.13902777488866,Hinton Ampner,https://www.nationaltrust.org.uk/visit/hampshire/hinton-ampner
50.8950653918811,-2.20518226817862,Hod Hill,https://www.nationaltrust.org.uk/visit/dorset/hod-hill
51.2006410275185,-0.325326198870724,Holmwood Common,https://www.nationaltrust.org.uk/visit/surrey/holmwood-common
51.6541521390437,-0.760705705681494,Hughenden,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/hughenden
51.2554611822316,0.258803703598505,Ightham Mote,https://www.nationaltrust.org.uk/visit/kent/ightham-mote
52.9618744616059,-1.53502306902688,Kedleston Hall,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/kedleston-hall
50.7803826632409,-3.4151126751558,Killerton,https://www.nationaltrust.org.uk/visit/devon/killerton
50.8303400156951,-2.05771708501062,Kingston Lacy,https://www.nationaltrust.org.uk/visit/dorset/kingston-lacy
52.2242439434918,-1.84639710741851,Kinwarton Dovecote,https://www.nationaltrust.org.uk/visit/warwickshire/kinwarton-dovecote
50.9255949592505,-3.48095475139753,Knightshayes,https://www.nationaltrust.org.uk/visit/devon/knightshayes
51.2671031991188,0.202942449152543,Knole,https://www.nationaltrust.org.uk/visit/kent/knole
51.4090368247567,-2.11908821194729,Lacock,https://www.nationaltrust.org.uk/visit/wiltshire/lacock
50.4397568553306,-4.69024119118186,Lanhydrock,https://www.nationaltrust.org.uk/visit/cornwall/lanhydrock
51.4745242623686,-3.33163664832725,Lanlay Meadows,https://www.nationaltrust.org.uk/visit/wales/lanlay-meadows
50.6385196219247,-4.36247635916551,Lawrence House,https://www.nationaltrust.org.uk/visit/cornwall/lawrence-house
51.4586897402233,-2.635926367512,Leigh Woods,https://www.nationaltrust.org.uk/visit/bath-bristol/leigh-woods
51.1825829140143,-0.363792348594254,Leith Hill,https://www.nationaltrust.org.uk/visit/surrey/leith-hill
50.1518705338127,-5.68584963594035,Levant Mine And Beam Engine,https://www.nationaltrust.org.uk/visit/cornwall/levant-mine-and-beam-engine
